,期数,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
817,12111,01,24,25,30,33,04,11,113,22.60,13,3,2,1,0,0,4,1,3,5,6,1,1,32,23,1,1,1
818,12112,01,02,28,31,35,05,07,97,19.40,17,3,2,1,1,1,3,2,1,4,6,1,1,34,26,1,1,2
819,12113,03,10,22,27,29,03,12,91,18.20,21,3,2,1,1,1,3,2,1,5,4,0,0,26,12,0,0,3
820,12114,03,06,21,33,35,01,07,98,19.60,18,4,1,3,2,0,3,2,1,4,6,0,0,32,15,1,1,1
821,12115,01,06,13,19,23,06,09,62,12.40,22,4,1,3,2,0,2,3,-1,4,6,0,0,22,7,1,1,0
822,12116,01,11,18,20,22,07,10,72,14.40,12,2,3,-1,1,2,3,2,1,4,5,0,0,21,10,1,1,3
823,12117,01,12,18,21,33,07,08,85,17.00,15,3,2,1,1,1,3,2,1,4,6,0,0,32,12,2,2,2
824,12118,05,17,25,30,33,01,12,110,22.00,20,4,1,3,2,0,3,2,1,4,5,0,0,28,12,1,1,1
825,12119,05,06,09,19,32,06,09,71,14.20,31,3,2,1,1,0,2,3,-1,4,5,1,1,27,13,1,1,2
826,12120,02,10,21,23,29,03,04,85,17.00,15,3,2,1,2,1,3,2,1,5,4,0,0,27,11,0,0,1
827,12121,07,18,20,29,30,05,06,104,20.80,24,2,3,-1,0,1,4,1,3,4,5,1,1,23,11,0,1,2
828,12122,23,24,25,29,31,03,12,132,26.40,22,4,1,3,2,0,5,0,5,5,3,2,1,8,4,1,1,2
829,12123,05,08,18,30,33,01,09,94,18.80,24,2,3,-1,0,2,3,2,1,4,4,0,0,28,12,0,0,1
830,12124,07,11,19,20,35,05,10,92,18.40,22,4,1,3,2,0,3,2,1,5,6,1,1,28,15,0,0,2
831,12125,06,14,17,22,35,01,02,94,18.80,24,2,3,-1,0,1,2,3,-1,5,5,0,0,29,13,1,1,1
832,12126,13,14,21,28,29,05,10,105,21.00,25,3,2,1,0,0,3,2,1,5,2,2,2,16,7,1,1,2
833,12127,12,13,14,25,35,10,12,99,19.80,19,3,2,1,1,0,2,3,-1,4,5,2,1,23,11,0,2,3
834,12128,09,10,19,30,31,04,11,99,19.80,19,3,2,1,0,0,3,2,1,3,4,2,2,22,11,0,0,0
835,12129,01,07,21,28,31,03,09,88,17.60,18,4,1,3,2,0,3,2,1,3,6,0,0,30,14,1,1,1
836,12130,14,19,23,29,30,06,07,115,23.00,25,3,2,1,2,0,4,1,3,4,6,1,1,16,6,0,0,2
837,12131,02,16,18,27,30,08,12,93,18.60,23,1,4,-3,0,2,3,2,1,5,5,0,0,28,14,1,1,2
838,12132,05,08,21,25,33,01,11,92,18.40,22,4,1,3,2,0,3,2,1,4,6,0,0,28,13,0,0,0
839,12133,05,07,13,29,30,01,05,84,16.80,24,4,1,3,3,0,2,3,-1,5,6,1,1,25,16,1,1,1
840,12134,01,06,18,32,35,02,07,92,18.40,22,2,3,-1,0,2,3,2,1,5,5,0,0,34,14,0,0,1
841,12135,03,05,17,18,33,06,07,76,15.20,26,4,1,3,2,0,2,3,-1,4,5,1,1,30,15,0,1,3
842,12136,02,23,29,30,31,01,04,115,23.00,15,3,2,1,1,0,4,1,3,5,5,2,1,29,21,0,0,1
843,12137,03,12,20,21,27,01,06,83,16.60,13,3,2,1,1,1,3,2,1,5,5,1,1,24,9,0,0,1
844,12138,13,17,27,31,33,06,12,121,24.20,21,5,0,5,4,0,3,2,1,3,4,0,0,20,10,0,1,1
845,12139,09,10,12,22,25,04,11,78,15.60,18,2,3,-1,0,2,2,3,-1,4,4,1,1,16,10,0,0,1
846,12140,07,17,27,28,29,09,10,108,21.60,38,4,1,3,2,0,3,2,1,3,4,2,1,22,10,0,0,0
847,12141,03,11,19,23,34,02,12,90,18.00,20,4,1,3,3,0,3,2,1,4,5,0,0,31,11,0,0,0
848,12142,15,19,29,34,35,07,10,132,26.40,32,4,1,3,2,0,4,1,3,3,6,1,1,20,10,0,2,1
849,12143,09,27,29,30,31,03,06,126,25.20,26,4,1,3,2,0,4,1,3,4,4,2,1,22,18,1,1,1
850,12144,11,13,14,21,29,01,10,88,17.60,18,4,1,3,2,0,2,3,-1,4,5,1,1,18,8,0,1,1
851,12145,05,22,31,33,35,06,09,126,25.20,16,4,1,3,2,0,4,1,3,4,5,0,0,30,17,0,0,1
852,12146,01,10,13,17,26,06,08,67,13.40,17,3,2,1,1,0,1,4,-3,5,4,0,0,25,9,0,0,0
853,12147,02,03,17,19,33,02,09,74,14.80,24,4,1,3,3,0,2,3,-1,4,4,1,1,31,14,0,1,1
854,12148,04,16,27,29,34,06,11,110,22.00,30,2,3,-1,1,1,3,2,1,4,6,0,0,30,12,0,0,3
855,12149,02,10,23,33,34,05,10,102,20.40,12,2,3,-1,1,1,3,2,1,4,6,1,1,32,13,1,1,1
856,12150,02,14,18,24,31,02,03,89,17.80,19,1,4,-3,0,3,3,2,1,4,6,0,0,29,12,1,1,1
857,12151,03,19,20,24,33,03,04,99,19.80,19,3,2,1,1,1,4,1,3,4,6,1,1,30,16,1,1,2
858,12152,04,17,26,33,34,02,08,114,22.80,24,2,3,-1,0,0,3,2,1,4,6,1,1,30,13,0,1,2
859,12153,08,09,10,13,22,05,10,62,12.40,22,2,3,-1,0,0,1,4,-3,5,5,2,1,14,9,0,0,0
860,12154,03,26,27,31,32,03,09,119,23.80,19,3,2,1,1,0,4,1,3,5,4,2,2,29,23,0,0,0
861,13001,06,09,11,31,32,05,11,89,17.80,19,3,2,1,2,0,2,3,-1,4,6,1,1,26,20,2,2,2
862,13002,04,20,27,31,32,06,12,114,22.80,14,2,3,-1,1,1,4,1,3,5,6,1,1,28,16,2,2,2
863,13003,01,16,18,21,31,09,12,87,17.40,17,3,2,1,1,1,3,2,1,3,5,0,0,30,15,0,1,2
864,13004,07,08,12,20,25,03,07,72,14.40,22,2,3,-1,0,2,2,3,-1,5,4,1,1,18,8,0,0,1
865,13005,18,22,26,28,31,10,12,125,25.00,25,1,4,-3,0,3,5,0,5,4,5,0,0,13,4,0,0,1
866,13006,08,20,25,31,32,05,07,116,23.20,16,2,3,-1,1,1,4,1,3,5,5,1,1,24,12,0,1,2
867,13007,14,29,32,33,34,03,06,142,28.40,22,2,3,-1,0,0,4,1,3,4,5,2,1,20,15,0,1,2
868,13008,02,07,25,29,34,03,06,97,19.40,27,3,2,1,2,0,3,2,1,5,4,0,0,32,18,1,2,1
869,13009,10,17,19,27,29,05,12,102,20.40,32,4,1,3,3,0,3,2,1,3,4,0,0,19,8,0,1,0
870,13010,09,15,17,18,29,09,11,88,17.60,38,4,1,3,2,0,2,3,-1,4,6,1,1,20,11,1,2,2
871,13011,01,02,08,15,23,06,09,49,9.80,19,3,2,1,1,1,1,4,-3,5,5,1,1,22,8,0,1,1
872,13012,01,14,31,32,34,02,11,112,22.40,12,2,3,-1,0,1,3,2,1,3,6,1,1,33,17,1,1,2
873,13013,13,15,29,30,35,01,11,122,24.40,22,4,1,3,2,0,3,2,1,4,6,1,1,22,14,0,0,4
874,13014,05,08,25,29,31,02,04,98,19.60,28,4,1,3,2,0,3,2,1,4,6,0,0,26,17,0,1,2
875,13015,14,15,26,32,33,01,11,120,24.00,20,2,3,-1,0,1,3,2,1,5,4,2,2,19,11,0,0,2
876,13016,05,15,19,27,32,08,09,98,19.60,28,4,1,3,3,0,3,2,1,4,6,0,0,27,10,1,2,3
877,13017,11,14,22,29,34,05,11,110,22.00,20,2,3,-1,0,1,3,2,1,4,6,0,0,23,8,0,0,1
878,13018,20,23,31,33,34,03,09,141,28.20,11,3,2,1,2,0,5,0,5,4,4,1,1,14,8,1,1,2
879,13019,06,12,17,29,30,07,11,94,18.80,24,2,3,-1,1,1,2,3,-1,5,6,1,1,24,12,0,0,1
880,13020,06,11,20,31,32,05,09,100,20.00,10,2,3,-1,0,0,3,2,1,4,6,1,1,26,11,1,1,2
881,13021,23,24,28,30,33,01,11,138,27.60,18,2,3,-1,0,2,5,0,5,4,5,1,1,10,4,0,0,2
882,13022,03,04,13,17,23,03,08,60,12.00,20,4,1,3,2,0,1,4,-3,3,5,1,1,20,9,0,1,1
883,13023,05,19,24,26,35,05,07,109,21.80,29,3,2,1,1,1,4,1,3,4,6,0,0,30,14,0,0,2
884,13024,09,12,14,18,24,01,04,77,15.40,27,1,4,-3,0,3,2,3,-1,4,5,0,0,15,6,0,1,1
885,13025,03,23,25,26,28,10,12,105,21.00,25,3,2,1,2,1,4,1,3,4,4,1,1,25,20,0,0,2
886,13026,02,10,16,30,33,05,06,91,18.20,11,1,4,-3,0,3,2,3,-1,4,5,0,0,31,14,0,0,1
887,13027,03,12,14,24,35,03,08,88,17.60,18,2,3,-1,0,2,2,3,-1,4,4,0,0,32,11,0,0,1
888,13028,13,19,28,30,34,08,12,124,24.80,24,2,3,-1,1,2,4,1,3,5,4,0,0,21,9,0,0,2
889,13029,05,07,17,25,26,04,10,80,16.00,30,4,1,3,3,0,2,3,-1,3,6,1,1,21,10,0,0,0
890,13030,03,05,09,10,28,05,07,55,11.00,25,3,2,1,2,1,1,4,-3,5,6,1,1,25,18,0,1,0
891,13031,12,17,18,26,32,10,11,105,21.00,25,1,4,-3,0,2,3,2,1,4,4,1,1,20,8,0,0,0
892,13032,12,27,28,33,35,01,08,135,27.00,25,3,2,1,1,0,4,1,3,5,6,1,1,23,15,1,1,2
893,13033,12,18,22,28,31,01,11,111,22.20,21,1,4,-3,0,3,4,1,3,3,4,0,0,19,6,1,2,1
894,13034,01,03,11,19,29,04,08,63,12.60,23,5,0,5,4,0,2,3,-1,3,3,0,0,28,10,0,0,3
895,13035,05,14,28,32,34,07,08,113,22.60,23,1,4,-3,0,3,3,2,1,4,6,0,0,29,14,0,0,1
896,13036,08,12,32,33,35,03,05,120,24.00,20,2,3,-1,1,2,3,2,1,4,6,1,1,27,20,0,1,2
897,13037,02,26,31,32,34,06,08,125,25.00,15,1,4,-3,0,2,4,1,3,4,6,1,1,32,24,0,1,3
898,13038,01,19,24,25,26,07,09,95,19.00,25,3,2,1,1,0,4,1,3,5,5,2,1,25,18,0,1,2
899,13039,06,23,30,33,35,07,10,127,25.40,17,3,2,1,1,0,4,1,3,4,6,0,0,29,17,0,0,1
900,13040,16,17,22,26,35,03,10,116,23.20,26,2,3,-1,0,1,3,2,1,4,5,1,1,19,9,1,1,1
901,13041,03,13,14,15,34,05,08,79,15.80,19,3,2,1,1,0,1,4,-3,3,5,2,1,31,19,0,0,2
902,13042,02,06,22,23,33,01,06,86,17.20,16,2,3,-1,1,2,3,2,1,3,6,1,1,31,16,0,0,2
903,13043,07,13,25,34,35,07,09,114,22.80,24,4,1,3,2,0,3,2,1,4,6,1,1,28,12,0,0,2
904,13044,07,11,13,18,28,05,10,77,15.40,27,3,2,1,2,1,2,3,-1,4,6,0,0,21,10,1,2,0
905,13045,08,11,12,21,25,02,07,77,15.40,17,3,2,1,1,0,2,3,-1,4,4,1,1,17,9,1,1,2
906,13046,15,16,19,25,32,05,11,107,21.40,27,3,2,1,1,0,3,2,1,4,6,1,1,17,7,0,1,0
907,13047,12,20,28,30,35,03,11,125,25.00,15,1,4,-3,0,3,4,1,3,4,5,0,0,23,8,0,0,1
908,13048,10,11,23,32,33,01,04,109,21.80,9,3,2,1,1,0,3,2,1,4,4,2,2,23,12,0,0,1
909,13049,18,22,25,31,32,04,06,128,25.60,18,2,3,-1,1,1,5,0,5,4,5,1,1,14,6,0,1,3
910,13050,14,22,30,32,33,07,08,131,26.20,11,1,4,-3,0,3,4,1,3,4,5,1,1,19,8,1,2,3
911,13051,05,08,15,18,33,07,08,79,15.80,29,3,2,1,0,0,2,3,-1,3,4,0,0,28,15,1,1,2
912,13052,01,02,10,29,31,01,10,73,14.60,13,3,2,1,1,1,2,3,-1,4,6,1,1,30,19,0,0,0
913,13053,13,31,33,34,35,05,07,146,29.20,16,4,1,3,2,0,4,1,3,4,4,2,1,22,18,0,1,0
914,13054,05,08,21,30,32,01,08,96,19.20,16,2,3,-1,0,1,3,2,1,5,6,0,0,27,13,0,0,2
915,13055,04,05,22,23,24,03,09,78,15.60,18,2,3,-1,0,0,3,2,1,4,2,3,2,20,17,0,1,2
916,13056,11,22,30,32,35,03,04,130,26.00,10,2,3,-1,0,2,4,1,3,4,6,0,0,24,11,0,1,1
917,13057,07,15,27,33,35,07,10,117,23.40,27,5,0,5,4,0,3,2,1,3,4,0,0,28,12,1,1,1
918,13058,20,21,27,31,35,07,11,134,26.80,14,4,1,3,3,0,5,0,5,4,5,1,1,15,6,2,2,0
919,13059,03,08,11,24,27,07,12,73,14.60,23,3,2,1,0,0,2,3,-1,5,4,0,0,24,13,0,1,0
920,13060,15,25,26,32,35,05,10,133,26.60,23,3,2,1,1,1,4,1,3,3,5,1,1,20,10,0,0,2
921,13061,01,14,18,21,32,05,10,86,17.20,16,2,3,-1,0,1,3,2,1,4,6,0,0,31,13,0,1,1
922,13062,01,05,08,09,12,09,12,35,7.00,25,3,2,1,1,0,0,5,-5,5,2,1,1,11,4,1,1,0
923,13063,03,05,11,27,28,05,06,74,14.80,24,4,1,3,3,0,2,3,-1,5,6,1,1,25,16,1,1,1
924,13064,21,24,26,28,32,01,03,131,26.20,21,1,4,-3,0,3,5,0,5,5,4,0,0,11,4,0,1,2
925,13065,09,28,31,34,35,02,09,137,27.40,27,3,2,1,0,0,4,1,3,5,5,1,1,26,19,0,1,1
926,13066,06,07,13,33,34,02,11,93,18.60,23,3,2,1,2,0,2,3,-1,4,4,2,2,28,20,0,1,2
927,13067,02,03,05,08,29,10,12,47,9.40,27,3,2,1,1,0,1,4,-3,5,5,1,1,27,21,0,0,2
928,13068,10,17,27,34,35,05,07,123,24.60,23,3,2,1,1,0,3,2,1,4,4,1,1,25,10,0,0,0
929,13069,06,12,13,16,30,07,12,77,15.40,17,1,4,-3,0,2,1,4,-3,4,6,1,1,24,14,0,0,1
930,13070,09,12,18,21,29,01,08,89,17.80,29,3,2,1,1,1,3,2,1,4,4,0,0,20,8,1,1,2
931,13071,13,19,26,27,28,03,11,113,22.60,33,3,2,1,1,0,4,1,3,5,5,2,1,15,7,0,0,3
932,13072,12,27,28,33,35,03,05,135,27.00,25,3,2,1,1,0,4,1,3,5,6,1,1,23,15,0,2,3
933,13073,03,05,23,27,31,02,06,89,17.80,19,5,0,5,4,0,3,2,1,4,5,0,0,28,18,0,1,1
934,13074,06,14,20,24,32,01,07,96,19.20,16,0,5,-5,0,4,3,2,1,4,4,0,0,26,8,0,0,3
935,13075,01,11,13,19,35,07,08,79,15.80,19,5,0,5,4,0,2,3,-1,4,6,0,0,34,16,0,0,2
936,13076,13,15,16,26,27,09,10,97,19.40,27,3,2,1,1,1,2,3,-1,4,4,2,2,14,10,0,1,0
937,13077,24,26,30,32,35,06,12,147,29.40,17,1,4,-3,0,3,5,0,5,5,4,0,0,11,4,0,1,1
938,13078,02,07,23,31,33,02,08,96,19.20,16,4,1,3,3,0,3,2,1,4,6,0,0,31,16,0,0,3
939,13079,09,10,17,21,34,01,07,91,18.20,21,3,2,1,1,0,2,3,-1,5,6,1,1,25,13,0,0,1
940,13080,06,21,23,27,31,04,06,108,21.60,18,4,1,3,3,0,4,1,3,4,5,0,0,25,15,0,1,0
941,13081,07,09,15,17,23,02,07,71,14.20,31,5,0,5,4,0,1,4,-3,4,2,0,0,16,6,0,1,1
942,13082,03,09,25,26,33,03,12,96,19.20,26,4,1,3,2,0,3,2,1,4,6,1,1,30,16,1,1,0
943,13083,26,29,30,32,35,04,10,152,30.40,22,2,3,-1,0,1,5,0,5,5,3,1,1,9,3,0,1,2
944,13084,08,22,26,29,35,01,05,120,24.00,30,2,3,-1,1,2,4,1,3,5,6,0,0,27,14,1,3,1
945,13085,08,19,23,27,32,03,05,109,21.80,29,3,2,1,2,0,4,1,3,5,5,0,0,24,11,1,1,2
946,13086,09,16,26,29,31,06,09,111,22.20,31,3,2,1,1,1,3,2,1,3,6,0,0,22,10,0,0,3
947,13087,09,12,22,32,34,02,04,109,21.80,19,1,4,-3,0,3,3,2,1,3,5,0,0,25,10,1,1,1
948,13088,03,05,08,33,35,01,03,84,16.80,24,4,1,3,2,0,2,3,-1,3,4,0,0,32,25,0,0,3
949,13089,06,07,23,24,29,04,11,89,17.80,29,3,2,1,1,0,3,2,1,5,4,2,2,23,16,0,0,2
950,13090,02,26,30,31,33,11,12,122,24.40,12,2,3,-1,1,2,4,1,3,5,6,1,1,31,24,0,0,1
951,13091,04,09,28,34,35,02,08,110,22.00,30,2,3,-1,0,1,3,2,1,4,6,1,1,31,19,0,0,1
952,13092,07,10,21,27,33,03,09,98,19.60,18,4,1,3,2,0,3,2,1,4,5,0,0,26,11,0,0,3
953,13093,01,05,17,18,26,05,07,67,13.40,27,3,2,1,2,1,2,3,-1,5,6,1,1,25,12,0,0,1
954,13094,03,28,33,34,35,06,09,133,26.60,23,3,2,1,0,0,4,1,3,4,5,2,1,32,25,0,0,0
955,13095,03,17,28,30,33,01,10,111,22.20,21,3,2,1,1,1,3,2,1,4,6,0,0,30,14,1,3,1
956,13096,17,19,20,22,26,06,08,104,20.80,24,2,3,-1,1,2,4,1,3,5,4,1,1,9,4,0,1,0
957,13097,07,08,13,17,32,03,08,77,15.40,27,3,2,1,1,0,1,4,-3,4,6,1,1,25,15,0,1,0
958,13098,02,06,16,29,34,10,11,87,17.40,27,1,4,-3,0,2,2,3,-1,4,6,0,0,32,13,0,0,2
959,13099,04,11,28,30,33,05,12,106,21.20,16,2,3,-1,0,1,3,2,1,5,6,0,0,29,17,0,0,3
960,13100,09,12,24,26,30,05,09,101,20.20,21,1,4,-3,0,3,3,2,1,5,6,0,0,21,12,0,1,1
961,13101,04,09,13,15,32,02,09,73,14.60,23,3,2,1,2,0,1,4,-3,5,6,0,0,28,17,0,1,1
962,13102,06,12,15,19,26,02,11,78,15.60,28,2,3,-1,1,1,2,3,-1,4,5,0,0,20,7,0,1,1
963,13103,05,08,13,16,31,03,09,73,14.60,23,3,2,1,0,0,1,4,-3,5,4,0,0,26,15,0,0,3
964,13104,02,05,11,27,29,01,11,74,14.80,24,4,1,3,3,0,2,3,-1,5,6,0,0,27,16,0,1,0
965,13105,07,13,27,30,34,01,12,111,22.20,21,3,2,1,2,1,3,2,1,4,6,0,0,27,14,0,1,1
966,13106,06,07,12,13,27,03,12,65,13.00,25,3,2,1,1,0,1,4,-3,4,4,2,2,21,14,0,3,2
967,13107,07,13,14,18,25,05,12,77,15.40,27,3,2,1,1,1,2,3,-1,5,4,1,1,18,7,0,2,3
968,13108,05,10,13,15,18,02,11,61,12.20,21,3,2,1,1,0,1,4,-3,4,2,0,0,13,5,0,2,2
969,13109,13,20,26,29,32,02,06,120,24.00,20,2,3,-1,0,1,4,1,3,5,4,0,0,19,7,0,1,0
970,13110,07,16,18,32,33,02,07,106,21.20,26,2,3,-1,0,2,3,2,1,5,6,1,1,26,14,0,1,1
971,13111,07,12,13,20,27,01,03,79,15.80,19,3,2,1,0,0,2,3,-1,4,5,1,1,20,7,1,1,0
972,13112,02,10,20,22,29,05,12,83,16.60,13,1,4,-3,0,3,3,2,1,3,6,0,0,27,10,0,1,0
973,13113,19,21,23,28,30,08,12,121,24.20,21,3,2,1,2,1,5,0,5,5,2,0,0,11,5,0,0,5
974,13114,06,17,21,23,33,01,09,100,20.00,20,4,1,3,3,0,3,2,1,4,6,0,0,27,11,0,2,0
975,13115,05,16,29,32,34,04,11,116,23.20,26,2,3,-1,0,1,3,2,1,5,6,0,0,29,13,0,0,4
976,13116,13,22,23,30,33,09,11,121,24.20,11,3,2,1,0,0,4,1,3,3,5,1,1,20,9,0,0,2
977,13117,05,16,23,25,33,07,12,102,20.40,22,4,1,3,2,0,3,2,1,3,6,0,0,28,11,2,2,1
978,13118,04,06,11,20,31,01,05,72,14.40,12,2,3,-1,0,1,2,3,-1,4,6,0,0,27,11,0,0,2
979,13119,01,02,16,23,35,01,11,77,15.40,17,3,2,1,1,1,2,3,-1,5,6,1,1,34,14,0,0,0
980,13120,06,14,15,22,26,03,11,83,16.60,23,1,4,-3,0,2,2,3,-1,4,5,1,1,20,8,0,0,2
981,13121,03,18,19,20,24,03,12,84,16.80,24,2,3,-1,0,1,4,1,3,5,5,2,1,21,15,0,0,0
982,13122,15,17,20,24,35,04,12,111,22.20,21,3,2,1,1,1,3,2,1,4,6,0,0,20,11,0,2,2
983,13123,02,09,10,33,34,05,12,88,17.60,18,2,3,-1,0,0,2,3,-1,5,4,2,2,32,23,0,0,1
984,13124,05,07,18,21,32,10,11,83,16.60,23,3,2,1,1,0,3,2,1,5,4,0,0,27,11,0,0,1
985,13125,04,08,14,23,28,04,08,77,15.40,27,1,4,-3,0,2,2,3,-1,3,6,0,0,24,9,0,0,2
986,13126,09,10,15,18,30,03,06,82,16.40,22,2,3,-1,0,1,2,3,-1,4,6,1,1,21,12,0,0,2
987,13127,03,14,16,19,32,05,10,84,16.80,24,2,3,-1,0,1,2,3,-1,5,4,0,0,29,13,0,0,3
988,13128,11,13,27,33,35,01,02,119,23.80,19,5,0,5,4,0,3,2,1,4,4,0,0,24,14,0,0,2
989,13129,11,23,29,30,33,01,04,126,25.20,16,4,1,3,2,0,4,1,3,4,6,1,1,22,12,1,2,0
990,13130,08,09,15,19,30,06,09,81,16.20,31,3,2,1,2,0,2,3,-1,4,5,1,1,22,11,0,1,1
991,13131,12,15,29,30,31,04,12,117,23.40,17,3,2,1,1,0,3,2,1,5,5,2,1,19,14,0,2,2
992,13132,23,26,28,31,34,02,10,142,28.40,22,2,3,-1,0,1,5,0,5,5,2,0,0,11,3,0,1,2
993,13133,02,08,10,16,17,09,12,53,10.60,23,1,4,-3,0,3,0,5,-5,5,4,1,1,15,6,0,0,0
994,13134,02,13,19,23,32,02,09,89,17.80,19,3,2,1,2,0,3,2,1,3,6,0,0,30,11,1,1,0
995,13135,04,13,19,25,26,07,12,87,17.40,27,3,2,1,2,0,3,2,1,5,5,1,1,22,9,2,2,0
996,13136,05,11,15,25,28,05,11,84,16.80,24,4,1,3,3,0,2,3,-1,3,5,0,0,23,10,1,1,2
997,13137,04,12,32,33,34,06,08,115,23.00,15,1,4,-3,0,2,3,2,1,3,5,2,1,30,20,0,0,2
998,13138,03,08,13,17,24,07,09,65,13.00,25,3,2,1,1,0,1,4,-3,4,5,0,0,21,7,0,0,2
999,13139,05,06,18,20,31,06,07,80,16.00,20,2,3,-1,0,2,3,2,1,5,5,1,1,26,12,0,0,1
1000,13140,01,12,17,26,28,01,06,84,16.80,24,2,3,-1,0,1,2,3,-1,5,4,0,0,27,11,0,0,1
1001,13141,05,15,18,25,31,08,10,94,18.80,24,4,1,3,2,0,3,2,1,3,4,0,0,26,10,0,0,2
1002,13142,06,11,25,28,29,04,12,99,19.80,29,3,2,1,1,0,3,2,1,5,6,1,1,23,14,0,1,1
1003,13143,03,08,14,21,31,06,08,77,15.40,17,3,2,1,1,1,2,3,-1,4,6,0,0,28,10,0,0,0
1004,13144,03,20,21,23,35,02,08,102,20.40,12,4,1,3,2,0,4,1,3,4,6,1,1,32,17,1,2,1
1005,13145,02,13,15,18,20,02,11,68,13.60,18,2,3,-1,1,1,2,3,-1,5,4,0,0,18,11,0,1,2
1006,13146,06,07,15,25,31,01,09,84,16.80,24,4,1,3,3,0,2,3,-1,4,6,1,1,25,10,1,1,0
1007,13147,03,09,22,24,25,05,09,83,16.60,23,3,2,1,1,1,3,2,1,5,6,1,1,22,13,0,1,1
1008,13148,02,05,09,29,32,03,07,77,15.40,27,3,2,1,2,0,2,3,-1,3,4,0,0,30,20,0,1,1
1009,13149,06,07,08,09,13,05,07,43,8.60,33,3,2,1,1,0,0,5,-5,5,3,3,1,7,4,0,1,2
1010,13150,06,07,14,18,22,08,11,67,13.40,27,1,4,-3,0,2,2,3,-1,5,4,1,1,16,7,2,2,3
1011,13151,02,13,21,27,30,03,04,93,18.60,13,3,2,1,2,0,3,2,1,5,6,0,0,28,11,0,0,2
1012,13152,09,12,14,18,19,03,09,72,14.40,32,2,3,-1,0,2,2,3,-1,4,5,1,1,10,4,0,0,2
1013,13153,04,05,16,17,30,03,09,72,14.40,22,2,3,-1,0,0,1,4,-3,5,3,2,2,26,13,0,0,1
1014,14001,05,13,20,23,29,08,11,90,18.00,20,4,1,3,2,0,3,2,1,4,6,0,0,24,8,0,1,2
1015,14002,01,12,21,24,29,01,07,87,17.40,17,3,2,1,0,0,3,2,1,4,6,0,0,28,11,1,1,3
1016,14003,07,11,13,21,33,05,06,85,17.00,15,5,0,5,4,0,2,3,-1,3,6,0,0,26,12,0,1,2
1017,14004,07,10,19,27,28,09,12,91,18.20,31,3,2,1,1,0,3,2,1,4,5,1,1,21,9,1,1,1
1018,14005,15,17,18,29,33,04,08,112,22.40,32,4,1,3,2,0,3,2,1,5,6,1,1,18,11,0,0,2
1019,14006,01,04,07,16,35,06,08,63,12.60,23,3,2,1,0,0,1,4,-3,5,5,0,0,34,19,0,0,1
1020,14007,08,11,14,21,32,03,11,86,17.20,16,2,3,-1,0,0,2,3,-1,4,5,0,0,24,11,0,0,1
1021,14008,11,13,20,28,35,01,05,107,21.40,17,3,2,1,1,1,3,2,1,5,4,0,0,24,8,0,1,2
1022,14009,10,18,25,29,33,07,08,115,23.00,25,3,2,1,2,1,4,1,3,5,3,0,0,23,8,0,0,2
1023,14010,05,10,20,26,27,01,03,88,17.60,18,2,3,-1,0,2,3,2,1,4,6,1,1,22,10,0,1,1
1024,14011,04,06,14,24,35,07,12,83,16.60,23,1,4,-3,0,3,2,3,-1,3,5,0,0,31,11,0,0,2
1025,14012,09,20,21,23,29,05,07,102,20.40,22,4,1,3,2,0,4,1,3,4,6,1,1,20,11,0,0,1
1026,14013,10,11,13,22,28,04,12,84,16.80,14,2,3,-1,1,1,2,3,-1,5,6,1,1,18,9,0,0,3
1027,14014,01,09,11,27,29,03,11,77,15.40,27,5,0,5,4,0,2,3,-1,3,4,0,0,28,16,0,1,4
1028,14015,04,06,18,20,30,05,07,78,15.60,18,0,5,-5,0,4,3,2,1,4,3,0,0,26,12,0,0,1
1029,14016,04,06,13,24,34,04,09,81,16.20,21,1,4,-3,0,2,2,3,-1,3,6,0,0,30,11,2,2,0
1030,14017,05,10,11,23,34,01,10,83,16.60,13,3,2,1,1,0,2,3,-1,5,6,1,1,29,12,1,1,2
1031,14018,08,09,12,28,34,02,12,91,18.20,31,1,4,-3,0,2,2,3,-1,4,6,1,1,26,16,1,1,2
1032,14019,07,12,22,29,32,11,12,102,20.40,22,2,3,-1,0,1,3,2,1,3,5,0,0,25,10,0,1,2
1033,14020,01,14,17,30,35,06,07,97,19.40,17,3,2,1,0,0,2,3,-1,5,4,0,0,34,13,0,0,1
1034,14021,06,10,17,23,24,03,09,80,16.00,20,2,3,-1,1,1,2,3,-1,5,5,1,1,18,7,1,1,0
1035,14022,03,06,10,16,25,10,11,60,12.00,20,2,3,-1,0,2,1,4,-3,4,6,0,0,22,9,0,2,2
1036,14023,04,13,15,29,33,05,09,94,18.80,24,4,1,3,3,0,2,3,-1,4,6,0,0,29,14,0,0,2
1037,14024,07,11,15,31,32,06,11,96,19.20,16,4,1,3,3,0,2,3,-1,4,5,1,1,25,16,1,1,1
1038,14025,19,20,27,32,34,06,08,132,26.40,22,2,3,-1,0,1,5,0,5,5,5,1,1,15,7,0,1,1
1039,14026,05,10,12,15,26,04,08,68,13.60,18,2,3,-1,0,1,1,4,-3,4,5,0,0,21,11,0,0,1
